Content ID,Reaction_type,Reaction_Year,Reaction_Month,Type,Category,Sentiment,Score
8644e163-704a-4a99-a859-5e07fcfe3879,Dislike,2021,3,Photo,Education,negative,10.0
8644e163-704a-4a99-a859-5e07fcfe3879,Super love,2020,9,Photo,Education,positive,75.0
8644e163-704a-4a99-a859-5e07fcfe3879,Intrigued,2021,3,Photo,Education,positive,45.0
8644e163-704a-4a99-a859-5e07fcfe3879,Super love,2020,8,Photo,Education,positive,75.0
8644e163-704a-4a99-a859-5e07fcfe3879,Interested,2020,10,Photo,Education,positive,30.0
8644e163-704a-4a99-a859-5e07fcfe3879,Hate,2020,9,Photo,Education,negative,5.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,,2020,9,Video,Science,,
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Indifferent,2020,9,Video,Science,neutral,20.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Want,2020,8,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Peeking,2021,2,Video,Science,neutral,35.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Heart,2021,2,Video,Science,positive,60.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Interested,2020,10,Video,Science,positive,30.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Love,2021,1,Video,Science,positive,65.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Heart,2020,10,Video,Science,positive,60.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Peeking,2020,12,Video,Science,neutral,35.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Love,2020,10,Video,Science,positive,65.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Super love,2020,10,Video,Science,positive,75.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Cherish,2021,6,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2021,4,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Indifferent,2020,7,Video,Science,neutral,20.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Like,2020,12,Video,Science,positive,50.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Hate,2020,6,Video,Science,negative,5.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Want,2020,7,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Interested,2021,5,Video,Science,positive,30.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Hate,2021,1,Video,Science,negative,5.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,9,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Scared,2020,11,Video,Science,negative,15.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Peeking,2020,7,Video,Science,neutral,35.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Peeking,2020,8,Video,Science,neutral,35.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Dislike,2020,11,Video,Science,negative,10.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,8,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Dislike,2021,5,Video,Science,negative,10.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Heart,2021,4,Video,Science,positive,60.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Dislike,2021,1,Video,Science,negative,10.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,10,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Want,2020,11,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,6,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Want,2021,5,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Scared,2020,8,Video,Science,negative,15.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Heart,2020,11,Video,Science,positive,60.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Disgust,2021,4,Video,Science,negative,0.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,8,Video,Science,positive,45.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Like,2021,5,Video,Science,positive,50.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Cherish,2020,11,Video,Science,positive,70.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Adore,2021,3,Video,Science,positive,72.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Adore,2020,7,Video,Science,positive,72.0
6547f69d-891d-4e1c-bd69-fc8735b8fca8,Intrigued,2020,8,Video,Science,positive,45.0
235a0022-a683-4381-8e9e-aaf75fe90734,,2020,10,Photo,Fitness,,
235a0022-a683-4381-8e9e-aaf75fe90734,Peeking,2020,6,Photo,Fitness,neutral,35.0
235a0022-a683-4381-8e9e-aaf75fe90734,Want,2020,10,Photo,Fitness,positive,70.0
235a0022-a683-4381-8e9e-aaf75fe90734,Disgust,2020,11,Photo,Fitness,negative,0.0
235a0022-a683-4381-8e9e-aaf75fe90734,Peeking,2021,1,Photo,Fitness,neutral,35.0
235a0022-a683-4381-8e9e-aaf75fe90734,Adore,2020,11,Photo,Fitness,positive,72.0
235a0022-a683-4381-8e9e-aaf75fe90734,Intrigued,2021,1,Photo,Fitness,positive,45.0
235a0022-a683-4381-8e9e-aaf75fe90734,Heart,2021,1,Photo,Fitness,positive,60.0
235a0022-a683-4381-8e9e-aaf75fe90734,Dislike,2021,1,Photo,Fitness,negative,10.0
235a0022-a683-4381-8e9e-aaf75fe90734,Hate,2020,12,Photo,Fitness,negative,5.0
235a0022-a683-4381-8e9e-aaf75fe90734,Peeking,2020,8,Photo,Fitness,neutral,35.0
235a0022-a683-4381-8e9e-aaf75fe90734,Peeking,2020,12,Photo,Fitness,neutral,35.0
235a0022-a683-4381-8e9e-aaf75fe90734,Heart,2021,3,Photo,Fitness,positive,60.0
235a0022-a683-4381-8e9e-aaf75fe90734,Cherish,2020,7,Photo,Fitness,positive,70.0
235a0022-a683-4381-8e9e-aaf75fe90734,Disgust,2021,4,Photo,Fitness,negative,0.0
235a0022-a683-4381-8e9e-aaf75fe90734,Scared,2021,2,Photo,Fitness,negative,15.0
235a0022-a683-4381-8e9e-aaf75fe90734,Like,2021,1,Photo,Fitness,positive,50.0
235a0022-a683-4381-8e9e-aaf75fe90734,Super love,2021,3,Photo,Fitness,positive,75.0
235a0022-a683-4381-8e9e-aaf75fe90734,Intrigued,2020,9,Photo,Fitness,positive,45.0
235a0022-a683-4381-8e9e-aaf75fe90734,Love,2021,4,Photo,Fitness,positive,65.0
235a0022-a683-4381-8e9e-aaf75fe90734,Peeking,2020,11,Photo,Fitness,neutral,35.0
235a0022-a683-4381-8e9e-aaf75fe90734,Dislike,2020,8,Photo,Fitness,negative,10.0
235a0022-a683-4381-8e9e-aaf75fe90734,Hate,2020,7,Photo,Fitness,negative,5.0
235a0022-a683-4381-8e9e-aaf75fe90734,Intrigued,2021,4,Photo,Fitness,positive,45.0
235a0022-a683-4381-8e9e-aaf75fe90734,Super love,2021,1,Photo,Fitness,positive,75.0
235a0022-a683-4381-8e9e-aaf75fe90734,Worried,2020,10,Photo,Fitness,negative,12.0
235a0022-a683-4381-8e9e-aaf75fe90734,Scared,2020,9,Photo,Fitness,negative,15.0
235a0022-a683-4381-8e9e-aaf75fe90734,Cherish,2020,7,Photo,Fitness,positive,70.0
235a0022-a683-4381-8e9e-aaf75fe90734,Dislike,2020,10,Photo,Fitness,negative,10.0
235a0022-a683-4381-8e9e-aaf75fe90734,Disgust,2021,2,Photo,Fitness,negative,0.0
21dfb75d-9d98-4627-b074-f4372025d23f,,2021,6,Gif,Culture,,
21dfb75d-9d98-4627-b074-f4372025d23f,Want,2020,8,Gif,Culture,positive,70.0
21dfb75d-9d98-4627-b074-f4372025d23f,Hate,2021,2,Gif,Culture,negative,5.0
21dfb75d-9d98-4627-b074-f4372025d23f,Disgust,2020,10,Gif,Culture,negative,0.0
21dfb75d-9d98-4627-b074-f4372025d23f,Worried,2021,5,Gif,Culture,negative,12.0
21dfb75d-9d98-4627-b074-f4372025d23f,Worried,2020,9,Gif,Culture,negative,12.0
21dfb75d-9d98-4627-b074-f4372025d23f,Super love,2021,2,Gif,Culture,positive,75.0
21dfb75d-9d98-4627-b074-f4372025d23f,Hate,2020,12,Gif,Culture,negative,5.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2020,8,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Peeking,2021,3,Gif,Culture,neutral,35.0
21dfb75d-9d98-4627-b074-f4372025d23f,Heart,2021,5,Gif,Culture,positive,60.0
21dfb75d-9d98-4627-b074-f4372025d23f,Love,2021,5,Gif,Culture,positive,65.0
21dfb75d-9d98-4627-b074-f4372025d23f,Worried,2021,1,Gif,Culture,negative,12.0
21dfb75d-9d98-4627-b074-f4372025d23f,Dislike,2020,6,Gif,Culture,negative,10.0
21dfb75d-9d98-4627-b074-f4372025d23f,Like,2020,9,Gif,Culture,positive,50.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2021,4,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Interested,2021,4,Gif,Culture,positive,30.0
21dfb75d-9d98-4627-b074-f4372025d23f,Interested,2021,1,Gif,Culture,positive,30.0
21dfb75d-9d98-4627-b074-f4372025d23f,Cherish,2021,4,Gif,Culture,positive,70.0
21dfb75d-9d98-4627-b074-f4372025d23f,Peeking,2020,12,Gif,Culture,neutral,35.0
21dfb75d-9d98-4627-b074-f4372025d23f,Adore,2021,3,Gif,Culture,positive,72.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2020,9,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2020,7,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Worried,2020,7,Gif,Culture,negative,12.0
21dfb75d-9d98-4627-b074-f4372025d23f,Peeking,2021,3,Gif,Culture,neutral,35.0
21dfb75d-9d98-4627-b074-f4372025d23f,Interested,2020,7,Gif,Culture,positive,30.0
21dfb75d-9d98-4627-b074-f4372025d23f,Interested,2020,9,Gif,Culture,positive,30.0
21dfb75d-9d98-4627-b074-f4372025d23f,Dislike,2021,5,Gif,Culture,negative,10.0
21dfb75d-9d98-4627-b074-f4372025d23f,Super love,2021,3,Gif,Culture,positive,75.0
21dfb75d-9d98-4627-b074-f4372025d23f,Worried,2021,5,Gif,Culture,negative,12.0
21dfb75d-9d98-4627-b074-f4372025d23f,Want,2020,7,Gif,Culture,positive,70.0
21dfb75d-9d98-4627-b074-f4372025d23f,Intrigued,2020,6,Gif,Culture,positive,45.0
21dfb75d-9d98-4627-b074-f4372025d23f,Heart,2021,4,Gif,Culture,positive,60.0
21dfb75d-9d98-4627-b074-f4372025d23f,Like,2020,8,Gif,Culture,positive,50.0
21dfb75d-9d98-4627-b074-f4372025d23f,Adore,2020,12,Gif,Culture,positive,72.0
21dfb75d-9d98-4627-b074-f4372025d23f,Scared,2020,8,Gif,Culture,negative,15.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2020,8,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Disgust,2021,6,Gif,Culture,negative,0.0
21dfb75d-9d98-4627-b074-f4372025d23f,Scared,2020,10,Gif,Culture,negative,15.0
21dfb75d-9d98-4627-b074-f4372025d23f,Peeking,2020,7,Gif,Culture,neutral,35.0
21dfb75d-9d98-4627-b074-f4372025d23f,Heart,2020,9,Gif,Culture,positive,60.0
21dfb75d-9d98-4627-b074-f4372025d23f,Hate,2021,1,Gif,Culture,negative,5.0
21dfb75d-9d98-4627-b074-f4372025d23f,Scared,2020,8,Gif,Culture,negative,15.0
21dfb75d-9d98-4627-b074-f4372025d23f,Indifferent,2021,3,Gif,Culture,neutral,20.0
21dfb75d-9d98-4627-b074-f4372025d23f,Disgust,2020,8,Gif,Culture,negative,0.0
e4127cae-c2e9-4321-919a-be6d11636808,,2021,5,Audio,Science,,
e4127cae-c2e9-4321-919a-be6d11636808,Interested,2020,7,Audio,Science,positive,30.0
e4127cae-c2e9-4321-919a-be6d11636808,Peeking,2021,1,Audio,Science,neutral,35.0
e4127cae-c2e9-4321-919a-be6d11636808,Worried,2021,1,Audio,Science,negative,12.0
e4127cae-c2e9-4321-919a-be6d11636808,Hate,2020,11,Audio,Science,negative,5.0
e4127cae-c2e9-4321-919a-be6d11636808,Hate,2020,9,Audio,Science,negative,5.0
e4127cae-c2e9-4321-919a-be6d11636808,Peeking,2020,10,Audio,Science,neutral,35.0
e4127cae-c2e9-4321-919a-be6d11636808,Cherish,2021,3,Audio,Science,positive,70.0
e4127cae-c2e9-4321-919a-be6d11636808,Peeking,2020,8,Audio,Science,neutral,35.0
e4127cae-c2e9-4321-919a-be6d11636808,Like,2020,7,Audio,Science,positive,50.0
e4127cae-c2e9-4321-919a-be6d11636808,Disgust,2020,11,Audio,Science,negative,0.0
e4127cae-c2e9-4321-919a-be6d11636808,Intrigued,2020,9,Audio,Science,positive,45.0
e4127cae-c2e9-4321-919a-be6d11636808,Worried,2020,12,Audio,Science,negative,12.0
e4127cae-c2e9-4321-919a-be6d11636808,Interested,2021,5,Audio,Science,positive,30.0
e4127cae-c2e9-4321-919a-be6d11636808,Peeking,2021,3,Audio,Science,neutral,35.0
e4127cae-c2e9-4321-919a-be6d11636808,Love,2021,4,Audio,Science,positive,65.0
e4127cae-c2e9-4321-919a-be6d11636808,Interested,2021,5,Audio,Science,positive,30.0
e4127cae-c2e9-4321-919a-be6d11636808,Disgust,2020,11,Audio,Science,negative,0.0
e4127cae-c2e9-4321-919a-be6d11636808,Worried,2021,1,Audio,Science,negative,12.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,,2020,11,Video,Food,,
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Dislike,2021,2,Video,Food,negative,10.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Dislike,2020,9,Video,Food,negative,10.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Disgust,2020,10,Video,Food,negative,0.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Heart,2020,10,Video,Food,positive,60.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Super love,2020,11,Video,Food,positive,75.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Hate,2020,10,Video,Food,negative,5.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Hate,2020,6,Video,Food,negative,5.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Hate,2020,12,Video,Food,negative,5.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Heart,2020,12,Video,Food,positive,60.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Hate,2020,7,Video,Food,negative,5.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Super love,2021,2,Video,Food,positive,75.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Dislike,2021,4,Video,Food,negative,10.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Disgust,2021,2,Video,Food,negative,0.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Intrigued,2021,5,Video,Food,positive,45.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Cherish,2020,10,Video,Food,positive,70.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Intrigued,2020,12,Video,Food,positive,45.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Intrigued,2021,2,Video,Food,positive,45.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Cherish,2021,5,Video,Food,positive,70.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Love,2021,6,Video,Food,positive,65.0
46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,Interested,2021,1,Video,Food,positive,30.0
b70813e7-8acd-462a-9b13-6d1258030fed,,2020,11,Video,Animals,,
b70813e7-8acd-462a-9b13-6d1258030fed,Indifferent,2021,3,Video,Animals,neutral,20.0
b70813e7-8acd-462a-9b13-6d1258030fed,Super love,2021,1,Video,Animals,positive,75.0
b70813e7-8acd-462a-9b13-6d1258030fed,Peeking,2020,8,Video,Animals,neutral,35.0
b70813e7-8acd-462a-9b13-6d1258030fed,Dislike,2020,8,Video,Animals,negative,10.0
daaae2e1-3090-4f64-9d43-b4e4ffbb5c8b,,2021,1,Gif,Education,,
03ed0e2b-bd63-4079-8910-62c187526ca0,,2020,12,Audio,Healthy eating,,
03ed0e2b-bd63-4079-8910-62c187526ca0,Hate,2020,8,Audio,Healthy eating,negative,5.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Indifferent,2021,5,Audio,Healthy eating,neutral,20.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Dislike,2020,11,Audio,Healthy eating,negative,10.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Worried,2020,12,Audio,Healthy eating,negative,12.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Want,2020,7,Audio,Healthy eating,positive,70.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Super love,2021,3,Audio,Healthy eating,positive,75.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Peeking,2021,4,Audio,Healthy eating,neutral,35.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Adore,2020,10,Audio,Healthy eating,positive,72.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Scared,2021,3,Audio,Healthy eating,negative,15.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Intrigued,2020,9,Audio,Healthy eating,positive,45.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Like,2021,5,Audio,Healthy eating,positive,50.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Cherish,2020,6,Audio,Healthy eating,positive,70.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Adore,2021,2,Audio,Healthy eating,positive,72.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Dislike,2020,6,Audio,Healthy eating,negative,10.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Scared,2020,9,Audio,Healthy eating,negative,15.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Love,2020,8,Audio,Healthy eating,positive,65.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Indifferent,2020,11,Audio,Healthy eating,neutral,20.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Adore,2021,5,Audio,Healthy eating,positive,72.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Adore,2021,5,Audio,Healthy eating,positive,72.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Love,2020,8,Audio,Healthy eating,positive,65.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Scared,2021,3,Audio,Healthy eating,negative,15.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Love,2020,9,Audio,Healthy eating,positive,65.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Disgust,2020,10,Audio,Healthy eating,negative,0.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Peeking,2020,9,Audio,Healthy eating,neutral,35.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Intrigued,2021,6,Audio,Healthy eating,positive,45.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Interested,2021,2,Audio,Healthy eating,positive,30.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Cherish,2020,10,Audio,Healthy eating,positive,70.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Worried,2020,10,Audio,Healthy eating,negative,12.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Interested,2020,12,Audio,Healthy eating,positive,30.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Want,2020,11,Audio,Healthy eating,positive,70.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Peeking,2020,8,Audio,Healthy eating,neutral,35.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Interested,2021,6,Audio,Healthy eating,positive,30.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Intrigued,2020,12,Audio,Healthy eating,positive,45.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Like,2020,12,Audio,Healthy eating,positive,50.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Intrigued,2020,7,Audio,Healthy eating,positive,45.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Like,2020,10,Audio,Healthy eating,positive,50.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Hate,2020,12,Audio,Healthy eating,negative,5.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Scared,2020,6,Audio,Healthy eating,negative,15.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Love,2021,4,Audio,Healthy eating,positive,65.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Worried,2021,2,Audio,Healthy eating,negative,12.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Heart,2021,1,Audio,Healthy eating,positive,60.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Indifferent,2021,4,Audio,Healthy eating,neutral,20.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Super love,2021,5,Audio,Healthy eating,positive,75.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Heart,2021,4,Audio,Healthy eating,positive,60.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Cherish,2020,9,Audio,Healthy eating,positive,70.0
03ed0e2b-bd63-4079-8910-62c187526ca0,Love,2021,5,Audio,Healthy eating,positive,65.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,,2020,11,Audio,Healthy eating,,
5dc325aa-d5d1-4552-9997-cd25b7608be9,Heart,2021,3,Audio,Healthy eating,positive,60.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Interested,2020,12,Audio,Healthy eating,positive,30.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Cherish,2020,12,Audio,Healthy eating,positive,70.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Worried,2020,8,Audio,Healthy eating,negative,12.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Indifferent,2021,4,Audio,Healthy eating,neutral,20.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Dislike,2020,8,Audio,Healthy eating,negative,10.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Indifferent,2021,2,Audio,Healthy eating,neutral,20.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Hate,2021,5,Audio,Healthy eating,negative,5.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Worried,2020,9,Audio,Healthy eating,negative,12.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Love,2020,8,Audio,Healthy eating,positive,65.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Want,2021,3,Audio,Healthy eating,positive,70.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Intrigued,2021,5,Audio,Healthy eating,positive,45.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Cherish,2020,11,Audio,Healthy eating,positive,70.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Scared,2020,7,Audio,Healthy eating,negative,15.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Disgust,2020,9,Audio,Healthy eating,negative,0.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Worried,2020,12,Audio,Healthy eating,negative,12.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Indifferent,2020,12,Audio,Healthy eating,neutral,20.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Super love,2020,6,Audio,Healthy eating,positive,75.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Indifferent,2021,6,Audio,Healthy eating,neutral,20.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Adore,2020,9,Audio,Healthy eating,positive,72.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Cherish,2020,11,Audio,Healthy eating,positive,70.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Peeking,2020,9,Audio,Healthy eating,neutral,35.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Cherish,2020,10,Audio,Healthy eating,positive,70.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Intrigued,2021,4,Audio,Healthy eating,positive,45.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Super love,2020,12,Audio,Healthy eating,positive,75.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Super love,2020,10,Audio,Healthy eating,positive,75.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Peeking,2020,8,Audio,Healthy eating,neutral,35.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Peeking,2020,8,Audio,Healthy eating,neutral,35.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Heart,2021,4,Audio,Healthy eating,positive,60.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Intrigued,2021,5,Audio,Healthy eating,positive,45.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Super love,2021,3,Audio,Healthy eating,positive,75.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Scared,2021,1,Audio,Healthy eating,negative,15.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Dislike,2020,6,Audio,Healthy eating,negative,10.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Intrigued,2020,7,Audio,Healthy eating,positive,45.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Peeking,2021,3,Audio,Healthy eating,neutral,35.0
5dc325aa-d5d1-4552-9997-cd25b7608be9,Scared,2020,10,Audio,Healthy eating,negative,15.0
503bd384-9733-4739-81f5-561b2328f6d8,,2021,5,Gif,Food,,
503bd384-9733-4739-81f5-561b2328f6d8,Worried,2020,9,Gif,Food,negative,12.0
503bd384-9733-4739-81f5-561b2328f6d8,Hate,2021,5,Gif,Food,negative,5.0
503bd384-9733-4739-81f5-561b2328f6d8,Intrigued,2021,5,Gif,Food,positive,45.0
503bd384-9733-4739-81f5-561b2328f6d8,Heart,2021,5,Gif,Food,positive,60.0
503bd384-9733-4739-81f5-561b2328f6d8,Love,2020,12,Gif,Food,positive,65.0
503bd384-9733-4739-81f5-561b2328f6d8,Super love,2021,1,Gif,Food,positive,75.0
503bd384-9733-4739-81f5-561b2328f6d8,Worried,2020,8,Gif,Food,negative,12.0
503bd384-9733-4739-81f5-561b2328f6d8,Disgust,2021,2,Gif,Food,negative,0.0
503bd384-9733-4739-81f5-561b2328f6d8,Scared,2020,8,Gif,Food,negative,15.0
503bd384-9733-4739-81f5-561b2328f6d8,Intrigued,2021,3,Gif,Food,positive,45.0
503bd384-9733-4739-81f5-561b2328f6d8,Indifferent,2020,8,Gif,Food,neutral,20.0
503bd384-9733-4739-81f5-561b2328f6d8,Peeking,2020,7,Gif,Food,neutral,35.0
503bd384-9733-4739-81f5-561b2328f6d8,Love,2020,12,Gif,Food,positive,65.0
503bd384-9733-4739-81f5-561b2328f6d8,Cherish,2020,9,Gif,Food,positive,70.0
503bd384-9733-4739-81f5-561b2328f6d8,Want,2021,2,Gif,Food,positive,70.0
503bd384-9733-4739-81f5-561b2328f6d8,Heart,2020,11,Gif,Food,positive,60.0
503bd384-9733-4739-81f5-561b2328f6d8,Love,2020,11,Gif,Food,positive,65.0
503bd384-9733-4739-81f5-561b2328f6d8,Peeking,2021,4,Gif,Food,neutral,35.0
503bd384-9733-4739-81f5-561b2328f6d8,Cherish,2020,7,Gif,Food,positive,70.0
503bd384-9733-4739-81f5-561b2328f6d8,Cherish,2020,7,Gif,Food,positive,70.0
503bd384-9733-4739-81f5-561b2328f6d8,Cherish,2021,1,Gif,Food,positive,70.0
